repository,markdown_path,github_url,human_decision,llm_decision,outcome,confidence,model_reason,quote,human_note
apache/incubator-kie-drools,drools-traits/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/drools-traits/README.md,not_found,not_found,true_negative,9,"The README mainly describes the completed traits descoping, current architecture, one-time class and test moves, and service-loader or `kie.conf` configuration. It does not state a persistent rule for maintained source or automated test code with a concrete specification; the potentially normative statements are descriptive, one-time, or out of scope.",,
apache/incubator-kie-drools,efesto/EfestoDeveloperGuide.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/EfestoDeveloperGuide.md,pass,pass,true_positive,9,"The passage explicitly requires the core components defined in the concrete `efesto-core` module to contain no plugin-specific references, including names or strings. This is a persistent source-structure and dependency rule for the framework's core code.","1. there are *core* components (defined in **efesto-core** module) and *peripheral ones* (the model-specific **plugins**)
2. the *core* components must have no kind of *knowledge*, of any kind, of the *peripheral* ones; i.e. the *core* components should not have any kind of reference, even a name or string, to something that is specific to a *plugin*",
apache/incubator-kie-drools,efesto/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/efesto/README.md,pass,pass,true_positive,7,This explicitly recommends a persistent structural rule for every maintained plugin: each plugin must provide the specifically named `compilation` and `runtime` components.,Each plugin should provide a `compilation` and a `runtime` component.,
apache/incubator-kie-drools,kie-dmn/Developer_Guide.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-dmn/Developer_Guide.md,not_found,not_found,true_negative,9,"The document mainly describes the engine’s architecture, execution flow, and API usage. Its development guidelines are generic recommendations such as simplicity, meaningful names, focused classes, and unit testing, without a concrete source/test path, identifier, placement, dependency, naming pattern, or compatibility requirement.",,
apache/incubator-kie-drools,kie-dmn/kie-dmn-ruleset2dmn-parent/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-dmn/kie-dmn-ruleset2dmn-parent/README.md,not_found,not_found,true_negative,10,The README only describes and demonstrates how users run the command-line utility; it contains no persistent rule governing maintained source code or automated test code.,,
apache/incubator-kie-drools,kie-dmn/kie-dmn-tck/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-dmn/kie-dmn-tck/README.md,not_found,not_found,true_negative,10,"The README provides local testing, checkout, rebase, and Maven workflow instructions and describes module configuration and behavior. It does not state a persistent requirement governing the content or structure of maintained source code or automated test code.",,
apache/incubator-kie-drools,kie-dmn/kie-dmn-xls2dmn-cli/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-dmn/kie-dmn-xls2dmn-cli/README.md,not_found,not_found,true_negative,10,"The explicit conventions govern user-provided Excel spreadsheet contents and CLI input files, including sheet structure and cell values. They do not govern maintained source code or automated test code.",,
apache/incubator-kie-drools,kie-dmn/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-dmn/README.md,not_found,not_found,true_negative,10,"The README describes implementation behavior, specification differences, runtime features, and developer tooling commands. It does not state a persistent requirement, prohibition, recommendation, or permission governing the content or structure of maintained source code or automated test code.",,
apache/incubator-kie-drools,kie-drl/Readme.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-drl/Readme.md,not_found,not_found,true_negative,10,"The content describes the current compilation/runtime architecture and runtime FRI behavior, including example resource paths. It does not state a persistent requirement, prohibition, recommendation, or permission governing maintained source or test code with a concrete code specification.",,実行時であって実装ではない
apache/incubator-kie-drools,kie-pmml-trusty/DesignOverview.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-pmml-trusty/DesignOverview.md,not_found,not_found,true_negative,10,"The document describes the Trusty PMML architecture, compilation phases, and implementation examples. It does not explicitly state a persistent requirement, prohibition, recommendation, or permission governing maintained source or test code.",,
apache/incubator-kie-drools,kie-pmml-trusty/DeveloperGuide.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-pmml-trusty/DeveloperGuide.md,pass,pass,true_positive,9,The passage persistently requires each new code-generation method to be added in the specified source module and covered by an automated unit test. The module path is a concrete source-code location.,"_kie-pmml-compiler/kie-pmml-compiler-commons_ module contains a lot of already written/tested functionalities, especially for code-generation.
When a new code-generation-related method is needed, please add it inside the above module, covering it with unit test.",
apache/incubator-kie-drools,kie-pmml-trusty/kie-pmml-compiler/Readme.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/kie-pmml-trusty/kie-pmml-compiler/Readme.md,pass,pass,true_positive,9,This explicitly recommends a persistent structural rule for generated source code: every PMML model must have a generated class extending the concrete code identifier KiePMMLModel.,for every PMML **model** there should be a generated class extending _KiePMMLModel_,
apache/incubator-kie-drools,README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/README.md,not_found,not_found,true_negative,9,"The README contains instructions for executing tests, troubleshooting Maven builds, and documenting the project. These govern runtime/build or documentation activities, not a persistent requirement on maintained source code or automated test-code structure.",,
apache/incubator-kie-drools,script/ci/dep-graph-extractor/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/dep-graph-extractor/README.md,not_found,not_found,true_negative,10,"The README describes the extension's generated TSV output, runtime behavior, and existing test coverage. It does not explicitly require or prohibit a persistent condition on maintained source code or automated test code.",,
apache/incubator-kie-drools,script/ci/README.md,https://github.com/apache/incubator-kie-drools/blob/1b022f1d61ba2674d07739f01d6ddf91c37fcea3/script/ci/README.md,not_found,not_found,true_negative,10,"The README provides development and change procedures: run snapshot tests, regenerate golden files, review the diff, and commit updates. These instructions govern how a contributor performs a change, not a persistent requirement about the content or structure of maintained source or test code.",,
apache/rocketmq,CONTRIBUTING.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/CONTRIBUTING.md,not_found,not_found,true_negative,10,"The content is a contributor guide governing contribution activities and quality measurements. Its instructions concern one-time changes, documentation, test coverage, checkstyle, deployment, and contribution process rather than a persistent, concretely specified rule for maintained source or automated test code.",,
apache/rocketmq,docs/cn/design.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/cn/design.md,not_found,not_found,true_negative,10,"The document is a design explanation that describes RocketMQ's runtime storage formats, communication protocols, architecture, and behavior. It does not explicitly state a persistent requirement, prohibition, recommendation, or permission governing maintained source code or automated test code with a concrete code specification.",,
apache/rocketmq,docs/cn/dledger/deploy_guide.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/cn/dledger/deploy_guide.md,not_found,not_found,true_negative,10,"The document is a deployment and upgrade guide governing Broker configuration, startup, cluster deployment, and Commitlog handling. These are runtime/deployment instructions and configuration requirements, not persistent rules for maintained source code or automated test code.",,
apache/rocketmq,docs/cn/README.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/cn/README.md,not_found,not_found,true_negative,10,"The content is a documentation index describing concepts, architecture, examples, best practices, deployment, operations, and API references. It contains no explicit persistent rule governing maintained source or test code with a concrete specification.",,
apache/rocketmq,docs/en/architecture.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/en/architecture.md,not_found,not_found,true_negative,10,"The document describes RocketMQ's architecture, deployment topology, runtime behavior, and cluster workflow. It does not state a persistent requirement, prohibition, recommendation, or permission governing maintained source code or automated test code.",,
apache/rocketmq,docs/en/controller/design.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/en/controller/design.md,not_found,not_found,true_negative,9,"The document describes architecture, runtime behavior, protocols, state transitions, and a proposed implementation for the Controller mode. It does not state a persistent requirement, prohibition, recommendation, or permission that maintained source or test code must satisfy with a concrete specification.",,
apache/rocketmq,docs/en/design.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/en/design.md,not_found,not_found,true_negative,10,"The document describes RocketMQ's architecture and runtime transactional-message behavior, including message topics, offsets, and compensation processing. It does not explicitly impose a persistent requirement, prohibition, recommendation, or permission on maintained source code or automated test code with a concrete code specification.",,
apache/rocketmq,docs/en/Design_LoadBalancing.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/en/Design_LoadBalancing.md,not_found,not_found,true_negative,10,"The document describes RocketMQ’s runtime load-balancing behavior and current implementation, including classes, methods, and data structures. It does not explicitly state a persistent requirement, prohibition, recommendation, or permission governing maintained source or test code with a concrete specification.",,
apache/rocketmq,docs/en/Design_Remoting.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/en/Design_Remoting.md,not_found,not_found,true_negative,10,"The document explains RocketMQ's communication architecture, protocol fields, runtime communication modes, and thread model. It does not state an explicit persistent requirement, prohibition, recommendation, or permission governing maintained source or test code with a concrete code specification.",,
apache/rocketmq,docs/en/Design_Store.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/en/Design_Store.md,not_found,not_found,true_negative,10,"The document describes RocketMQ's current message-storage architecture, runtime behavior, file formats, and disk-flushing mechanisms. It does not explicitly impose a persistent rule on maintained source code or automated test code.",,
apache/rocketmq,docs/en/Design_Transaction.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/en/Design_Transaction.md,not_found,not_found,true_negative,10,"The document describes RocketMQ's runtime transaction-message behavior, storage structure, topics, and compensation process. It does not state a persistent requirement, prohibition, recommendation, or permission governing maintained source code or automated test code.",,
apache/rocketmq,docs/en/msg_trace/user_guide.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/en/msg_trace/user_guide.md,not_found,not_found,true_negative,10,"The document is a user guide for configuring and running RocketMQ message tracing, creating topics, issuing commands, and adapting user application code. These statements govern runtime configuration or user-created/example code rather than maintained source code or automated test code, so no qualifying persistent code rule is present.",,
apache/rocketmq,docs/en/proxy/deploy_guide.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/en/proxy/deploy_guide.md,not_found,not_found,true_negative,10,"This is a deployment guide containing instructions for users to configure and run RocketMQ Proxy. It governs runtime configuration and software operation, not the content or structure of maintained source code or automated test code.",,
apache/rocketmq,docs/en/README.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/docs/en/README.md,not_found,not_found,true_negative,10,"The content is a developer guide index describing concepts, architecture, examples, best practices, deployment, and API references. It states no persistent, concrete rule governing maintained source code or automated test code.",,
apache/rocketmq,proxy/README.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/proxy/README.md,not_found,not_found,true_negative,10,"The document is a README describing RocketMQ Proxy, its protocols, deployment modes, architecture, and related documentation. It contains no explicit persistent requirement, prohibition, recommendation, or permission governing maintained source code or automated test code.",,
apache/rocketmq,README.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/README.md,not_found,not_found,true_negative,10,"The README provides product descriptions, installation and runtime instructions, deployment examples, and contribution links. It does not state a persistent rule governing maintained source code or automated test code with a concrete code specification.",,
apache/rocketmq,tieredstore/README.md,https://github.com/apache/rocketmq/blob/51f9fcc49308f6ab6f779f97fdea075463056aeb/tieredstore/README.md,pass,pass,true_positive,8,"The contribution guideline explicitly requires backend-provider source implementations to extend the concrete FileSegment class and implement the FileSegmentProvider interface methods. This is a repeatable structural rule for providers contributed to the software, not a runtime configuration or user operation.",1. Extend [FileSegment](https://github.com/apache/rocketmq/blob/develop/tieredstore/src/main/java/org/apache/rocketmq/tieredstore/provider/FileSegment.java) and implement the methods of [FileSegmentProvider](https://github.com/apache/rocketmq/blob/develop/tieredstore/src/main/java/org/apache/rocketmq/tieredstore/provider/FileSegmentProvider.java) interface.,
apache/shardingsphere,.codex/skills/audit-shardingsphere-design/references/design-smells.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/.codex/skills/audit-shardingsphere-design/references/design-smells.md,not_found,not_found,true_negative,10,"The content is an audit and review guide. Its instructions govern what an auditor or reviewer should examine, report, or recommend, rather than imposing a persistent, concrete condition on maintained source code or test code.",,
apache/shardingsphere,.codex/skills/audit-shardingsphere-design/references/spi-plugin-design.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/.codex/skills/audit-shardingsphere-design/references/spi-plugin-design.md,not_found,not_found,true_negative,9,"The document primarily governs an audit skill's inspection, evidence-gathering, and reporting process. Its architectural guidance is generic or descriptive and does not state a persistent rule tied to a concrete maintained source/test path or code identifier.",,
apache/shardingsphere,.codex/skills/audit-shardingsphere-design/references/test-design.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/.codex/skills/audit-shardingsphere-design/references/test-design.md,not_found,not_found,true_negative,10,"The document is an audit skill reference. Its statements direct an auditor or skill what to inspect, evaluate, flag, and report, rather than impose a persistent, concrete rule on maintained source code or test code.",,
apache/shardingsphere,AGENTS.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/AGENTS.md,pass,pass,true_positive,10,"This explicitly requires a persistent naming pattern for maintained unit-test classes, and the pattern is concretely tied to the exact simple name of the production class being tested.","Every unit-test class must be named `<ProductionClassName>Test`, using the
  exact simple name of the production class it directly tests.",
apache/shardingsphere,CLAUDE.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/CLAUDE.md,not_found,not_found,true_negative,9,"The document is primarily an AI-assistant guide containing request templates, code examples, workflows, commands, and descriptive style summaries. It does not provide a single natural-language passage that both explicitly and persistently governs maintained source or test code and includes a concrete specification; the apparent rules are either out of scope, code-block-only, or merely descriptive.",,
apache/shardingsphere,CONTRIBUTING.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/CONTRIBUTING.md,not_found,not_found,true_negative,10,"The content provides issue-reporting and pull-request workflow instructions. It does not state a persistent, concrete rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/blog/content/material/2022_04_13_A_Practical_Guide_to_Apache_ShardingSphere's_HINT.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/2022_04_13_A_Practical_Guide_to_Apache_ShardingSphere%27s_HINT.en.md,not_found,not_found,true_negative,10,"The document is a user-facing practical guide describing how users configure and use HintManager, SQL HINT, and DistSQL HINT. Its explicit code-related requirement—implementing the HintShardingAlgorithm interface—is an instruction for software users to create code outside the maintained software, so it is out of scope. The remaining passages describe implementation, examples, configuration, or runtime usage rather than persistent rules for maintained source or test code.",,
apache/shardingsphere,docs/blog/content/material/2022_04_26_How_to_Use_ShardingSphere-Proxy_in_Real_Production_Scenarios_Your_Quick_Start_Guide.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/2022_04_26_How_to_Use_ShardingSphere-Proxy_in_Real_Production_Scenarios_Your_Quick_Start_Guide.en.md,not_found,not_found,true_negative,10,"The document is a user-facing quick-start tutorial. Its instructions concern installing and running ShardingSphere-Proxy, modifying runtime configuration, loading a JDBC driver, and executing SQL examples; they do not impose a persistent rule on maintained source code or automated test code.",,
apache/shardingsphere,docs/blog/content/material/2022_05_19_Apache_ShardingSphere_Enterprise_User_Case_Zhongshang_Huimin’s_Transaction_Middle_Platform_Architecture.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/2022_05_19_Apache_ShardingSphere_Enterprise_User_Case_Zhongshang_Huimin%E2%80%99s_Transaction_Middle_Platform_Architecture.en.md,not_found,not_found,true_negative,10,"The document describes an enterprise architecture, runtime database behavior, technology choices, and migration steps. It does not state a persistent, concrete rule governing maintained source code or automated test code.",,
apache/shardingsphere,docs/blog/content/material/2022_05_24_Your_Guide_to_DistSQL_Cluster_Governance_Capability_Apache_ShardingSphere_Feature_Update.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/2022_05_24_Your_Guide_to_DistSQL_Cluster_Governance_Capability_Apache_ShardingSphere_Feature_Update.en.md,not_found,not_found,true_negative,10,"The content is a user-facing guide for configuring, starting, and operating ShardingSphere Proxy and DistSQL at runtime. It does not state a persistent rule governing maintained source code or automated test code with a concrete code specification.",,
apache/shardingsphere,docs/blog/content/material/2022_06_08_How_does_Apache_ShardingSphere_standardize_and_format_code_We_use_Spotless.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/2022_06_08_How_does_Apache_ShardingSphere_standardize_and_format_code_We_use_Spotless.en.md,not_found,not_found,true_negative,9,"The content is a tutorial about using and configuring Spotless, including formatter configuration, license-header setup, Maven plugin setup, and execution commands. These are tool-configuration or user/workflow instructions, while the remaining code-formatting statements are descriptive; no persistent rule directly governing maintained source or test code is stated.",,
apache/shardingsphere,docs/blog/content/material/2022_07_08_ShardingSphere-Proxy_Front-End_Protocol_Troubleshooting_Guide_and_Examples.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/2022_07_08_ShardingSphere-Proxy_Front-End_Protocol_Troubleshooting_Guide_and_Examples.en.md,not_found,not_found,true_negative,9,"The document is a troubleshooting guide that gives tool-usage instructions, describes runtime protocol behavior and current implementation, and recommends one-time repairs such as replacing a method or aggregating packets. It does not state a persistent, explicit rule for maintained source or test code with a concrete specification.",,
apache/shardingsphere,docs/blog/content/material/2022_08_02_Book_Release_“A_Definitive_Guide_to_Apache_ShardingSphere”_is_Published_Internationally.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/2022_08_02_Book_Release_%E2%80%9CA_Definitive_Guide_to_Apache_ShardingSphere%E2%80%9D_is_Published_Internationally.en.md,not_found,not_found,true_negative,10,"The content is a book-release and promotional article for users. It describes the book, user guidance, installations, purchases, and custom solutions, but contains no persistent rule governing maintained source code or automated test code with a concrete specification.",,
apache/shardingsphere,docs/blog/content/material/2022_11_15_Alibaba_Cloud’s_OpenSergo_&_ShardingSphere_release_database_governance_standard_for_microservices_-_combining_Database_Plus_and_Database_Mesh_concepts.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/2022_11_15_Alibaba_Cloud%E2%80%99s_OpenSergo_%26_ShardingSphere_release_database_governance_standard_for_microservices_-_combining_Database_Plus_and_Database_Mesh_concepts.en.md,not_found,not_found,true_negative,10,"The content is a database-governance article with explanatory text and a configuration example. Its statements concern database concepts, runtime configuration, and user/developer usage, not a persistent requirement for maintained source code or automated test code.",,
apache/shardingsphere,docs/blog/content/material/2023_02_15_A_Distributed_Database_Load_Balancing_Architecture_Based_on_ShardingSphere_Demo_&_User_Case.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/2023_02_15_A_Distributed_Database_Load_Balancing_Architecture_Based_on_ShardingSphere_Demo_%26_User_Case.en.md,not_found,not_found,true_negative,10,"The document is a blog/tutorial and user case describing deployment, runtime load-balancing configuration, troubleshooting, and demonstration code. It does not state a persistent requirement, prohibition, recommendation, or permission governing maintained source or automated test code with a concrete code specification.",,
apache/shardingsphere,docs/blog/content/material/2023_03_07_ShardingSphere_5.3.x_Update_Spring_Configuration_Update_Guide.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/2023_03_07_ShardingSphere_5.3.x_Update_Spring_Configuration_Update_Guide.en.md,not_found,not_found,true_negative,10,"The document is a user-facing update guide. Its instructions concern one-time migration, Spring/YAML configuration, dependencies, and using ShardingSphereDriver, rather than persistent requirements for maintained source code or automated test code.",,
apache/shardingsphere,docs/blog/content/material/2023_03_14_ShardingSphere_Operator_Practical_Guide.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/2023_03_14_ShardingSphere_Operator_Practical_Guide.en.md,not_found,not_found,true_negative,10,"The document is a practical guide for users to install and deploy ShardingSphere Operator and configure ShardingSphere-Proxy. Its instructions concern Kubernetes custom-resource configuration files and one-time deployment steps, not maintained source code or automated test code, and it states no persistent source/test-code rule.",,
apache/shardingsphere,docs/blog/content/material/2023_07_10_A_Step-by-Step_Guide_to_Data_Migration.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/2023_07_10_A_Step-by-Step_Guide_to_Data_Migration.md,not_found,not_found,true_negative,10,"The document is a user-facing step-by-step data migration guide. Its instructions govern runtime database configuration, migration commands, permissions, and one-time migration operations, not persistent rules for maintained source code or automated test code.",,
apache/shardingsphere,docs/blog/content/material/Jan_28_Blog_X_How_to_Develop_Your_Distributed_SQL_Statement_in_Apache_ShardingSphere.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/Jan_28_Blog_X_How_to_Develop_Your_Distributed_SQL_Statement_in_Apache_ShardingSphere.en.md,not_found,not_found,true_negative,9,"This is a tutorial that guides a reader through one specific DistSQL statement, `show sharding tables count`, and prescribes one-time edits, parsing, SPI setup, and tests for that example. It does not establish a persistent rule for maintained source or test code.",,
apache/shardingsphere,docs/blog/content/material/Jan_28_Blog_X_Kernel_Optimizations_&_Upgrade_Guide_for_Apache_ShardingSphere_5.0.0_The_Ideal_Database_Management_Ecosystem.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/Jan_28_Blog_X_Kernel_Optimizations_%26_Upgrade_Guide_for_Apache_ShardingSphere_5.0.0_The_Ideal_Database_Management_Ecosystem.en.md,not_found,not_found,true_negative,10,"The content is a user-facing blog and upgrade guide. Its instructions concern runtime configuration, SQL/database behavior, user-created extensions, or one-time upgrade operations; it does not state a persistent rule for maintained source code or automated test code with a concrete specification.",,
apache/shardingsphere,docs/blog/content/material/Jan_28_YOUR_DETAILED_GUIDE_TO_APACHE_SHARDINGSPHERE’S_OPERATING_MODES.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/Jan_28_YOUR_DETAILED_GUIDE_TO_APACHE_SHARDINGSPHERE%E2%80%99S_OPERATING_MODES.en.md,not_found,not_found,true_negative,10,"The document is a user-facing guide describing ShardingSphere operating modes, configuration, deployment, and runtime behavior. It contains no persistent rule governing maintained source code or automated test code with a concrete code specification.",,
apache/shardingsphere,docs/blog/content/material/Oct_12_4_Updates_and_FAQ_Your_1_Minute_Quick_Start_Guide_to_ShardingSphere.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/blog/content/material/Oct_12_4_Updates_and_FAQ_Your_1_Minute_Quick_Start_Guide_to_ShardingSphere.en.md,not_found,not_found,true_negative,10,"The content is a user-facing blog and quick-start guide. Its instructions concern example configuration, environment setup, runtime use, and one-time execution rather than persistent requirements on maintained source code or automated test code.",,
